tree	time	x	y	r_stem	h_stem	r_crown	r_root	xylem_resistance	root_surface_resistance	ag_resources	bg_resources	growth	psi_zero	salinity
Initial_000000001	0.0	5.0	5.0	0.005	0.05	0.2	0.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Initial_000000001	3456000.0	5.0	5.0	0.005	0.08792490792962149	0.20878417101103708	0.20000000000000004	77443685613526.0	150714908230961.47	0.002895046128915591	0.008443965500909817	1.2722715988506622e-05	-7855041.111217974	0.009999820868047163
Initial_000000001	6912000.0	5.0	5.0	0.005	0.13025412857041765	0.21797845121604087	0.20000000000000068	84711475397226.77	150714908230961.03	0.0031554713106542245	0.008182613621507292	1.3903759728864853e-05	-7854445.469785865	0.009999803950854544
Initial_000000001	10368000.0	5.0	5.0	0.005	0.1774779569654956	0.2276003658396634	0.20000000000001902	92666549868577.84	150714908230949.28	0.0034400299308450775	0.007914439502251031	1.5194242871487021e-05	-7853793.422064395	0.009999785330470367
Initial_000000001	13824000.0	5.0	5.0	0.005	0.23013719424652773	0.23766821827961065	0.20000000000066584	101377952634956.17	150714908230557.6	0.003750938810028634	0.007640184036549099	1.6604215089977654e-05	-7853079.3036817955	0.009999764837910137
Initial_000000001	17280000.0	5.0	5.0	0.005000000000000155	0.2888278730080332	0.24820112715532594	0.20000000002907847	110921537208499.66	150714908214252.25	0.004090616624187383	0.0073606929434914875	1.8144640871320087e-05	-7852296.892451004	0.00999974228851013
Initial_000000001	20736000.0	5.0	5.0	0.005000000000149186	0.35420639778249957	0.259219063876436	0.20000000156318198	121380592530316.84	150714907376834.53	0.004461702244819875	0.007076908843089891	1.9827482627867357e-05	-7851439.357204498	0.009999717480549425
Initial_000000001	24192000.0	5.0	5.0	0.005000000176012581	0.42699512913895127	0.27074282282455986	0.20000010061549045	132846518131179.62	150714855400609.9	0.004867073877476377	0.006789861216979254	2.1665787284646275e-05	-7850499.203599329	0.009999690194947876
Initial_000000001	27648000.0	5.0	5.0	0.0050002015572560825	0.5079857813198723	0.2827888385590676	0.200006339165166	145417145107180.1	150711374621804.34	0.005309804087600984	0.00650077645728616	2.3673471465012794e-05	-7849468.342472723	0.009999660306784543
Initial_000000001	31104000.0	5.0	5.0	0.005055018251753202	0.5972927335802093	0.29500149007308635	0.20013337203532047	158042095379451.1	150605307244084.34	0.005787749857899286	0.006236121827244709	2.5839909346436775e-05	-7848352.629048344	0.00999964016098023
Initial_000000001	34560000.0	5.0	5.0	0.00543430408280214	0.6858224830134972	0.30508094357194165	0.2013328128854466	151515218655154.4	149567894234305.9	0.006218431841454611	0.006391799176450877	2.777729948965397e-05	-7847286.393328756	0.009999671504935689
Initial_000000001	38016000.0	5.0	5.0	0.005773374568675002	0.7689629639892201	0.313741411818409	0.20532671491914503	143311101851353.25	144644561145500.1	0.006591332593553309	0.006682233332821633	2.9437270810086917e-05	-7846300.866823388	0.009999693817976446
Initial_000000001	41472000.0	5.0	5.0	0.0061013304406319305	0.8473748835588051	0.3218862264427179	0.2104266096157526	136477117850945.69	137857851666346.38	0.006942578838154774	0.007013061608718247	3.099025976018893e-05	-7845371.844629482	0.009999709481133521
Initial_000000001	44928000.0	5.0	5.0	0.00642683697590751	0.9215138333290426	0.33001863356124816	0.21574279037293098	130046123917653.38	131143244884346.02	0.007299571820014068	0.007365083326001292	3.256519186262639e-05	-7844484.983704571	0.009999721838937272
Initial_000000001	48384000.0	5.0	5.0	0.006751119646902437	0.9919332751058686	0.33822427518197545	0.22113292801172627	123993661214070.34	124807273174805.8	0.007668475788283652	0.007730858945919833	3.419091929796434e-05	-7843633.174292141	0.00999973233737321
Initial_000000001	51840000.0	5.0	5.0	0.007075146925662741	1.0591021676759944	0.34651260360463165	0.22657806441301573	118297330793383.11	118859440664557.19	0.00805030846348501	0.008109475436591095	3.587205250264876e-05	-7842811.630452376	0.00999974146928693
