tree	time	x	y	r_stem	h_stem	r_crown	r_root	xylem_resistance	root_surface_resistance	ag_resources	bg_resources	growth	psi_zero	salinity
Initial_000000001	0.0	5.0	5.0	0.005	0.05	0.2	0.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Initial_000000001	3456000.0	5.0	5.0	0.005000000000000001	0.08792490745927174	0.20878416529132474	0.2000000059459116	77443685260075.69	150714904879326.6	0.0028950460684447	0.004345644724188042	1.2722715704493955e-05	-7855041.111334809	0.049999104340701046
Initial_000000001	6912000.0	5.0	5.0	0.005000000000000403	0.13025410218766573	0.21797818170554892	0.20000029174399417	84711458666412.52	150714743503385.1	0.0031554683243726215	0.004210814273540087	1.3903745705002917e-05	-7854445.475332476	0.04999901977622073
Initial_000000001	10368000.0	5.0	5.0	0.005000000000331245	0.17747653197964258	0.2275862219720339	0.20001597609975222	92665715528036.95	150706143692993.2	0.003439870926154755	0.00407261849047918	1.5193496156879316e-05	-7853793.713546189	0.04999892782556925
Initial_000000001	13824000.0	5.0	5.0	0.005000000268150996	0.23005610460162443	0.23699924528202992	0.2007854334385346	101334819758452.8	150235258276135.5	0.003742202871630197	0.0039391421128859	1.6563189176697433e-05	-7853093.224421425	0.0499988767277863
Initial_000000001	17280000.0	5.0	5.0	0.005000071461787437	0.28675095620801555	0.24247214896116437	0.20666710588840317	110211957754773.8	143800519186382.25	0.003957046399411896	0.003900529264007032	1.725205876465297e-05	-7852429.669556981	0.04999898540685906
Initial_000000001	20736000.0	5.0	5.0	0.005012247102838322	0.3435452061499973	0.24548879615276725	0.21520732869064196	118549983287120.38	132847973760942.92	0.004067348497785245	0.003940411832919802	1.7383125315862463e-05	-7851813.331347152	0.049999034177488286
Initial_000000001	24192000.0	5.0	5.0	0.005234535023566376	0.3979956521775812	0.24851465723420893	0.22239228279244266	118914876906631.27	123579220372422.78	0.0041596139541058485	0.004084418342551194	1.800278789458737e-05	-7851219.805077203	0.049999055277679574
Initial_000000001	27648000.0	5.0	5.0	0.005504599252987964	0.4491471742307267	0.2530769656129985	0.22768993173212623	113897644738191.8	117579546124500.0	0.004304530240956121	0.0042781072265736875	1.8853387953311383e-05	-7850628.49615547	0.049999066188657286
Initial_000000001	31104000.0	5.0	5.0	0.005768339013669232	0.49754086095946753	0.25813931537409746	0.23256059362292852	109452893075162.61	112631405191243.61	0.004476906258333274	0.004458329462886299	1.9638050787103748e-05	-7850054.430786348	0.04999909839230415
Initial_000000001	34560000.0	5.0	5.0	0.006029400885639038	0.5435301012668414	0.263344638699716	0.23737048591759707	105252044736930.8	108087436883083.84	0.0046593399379257746	0.004640357183919247	2.042864559312361e-05	-7849501.147895284	0.049999130992962215
Initial_000000001	38016000.0	5.0	5.0	0.006288822192922991	0.587410039695662	0.26861788765064337	0.2421978521690058	101256981813035.62	103806639030866.88	0.004848235020448333	0.004826908223944407	2.123790611361126e-05	-7848967.22455488	0.049999160553754494
Initial_000000001	41472000.0	5.0	5.0	0.006547320468353139	0.6294219451613016	0.27394194562027485	0.2470596138100263	97453401692844.31	99749037845777.02	0.005042849632572298	0.005018599495074667	2.206866661983875e-05	-7848450.629744898	0.04999918691938498
Initial_000000001	44928000.0	5.0	5.0	0.006805458156217976	0.6697645538530328	0.2793122895350465	0.25195915619402154	93830438007376.66	95896157852071.55	0.005243066199942023	0.005215616817281954	2.2921729295169315e-05	-7847949.502606024	0.049999210486460596
Initial_000000001	48384000.0	5.0	5.0	0.0070636850061365246	0.7086035724769587	0.2847272008912346	0.2568967881668427	90378276885275.36	92234759523354.64	0.0054489070255401735	0.005418048584858247	2.3797436555908152e-05	-7847462.251272515	0.049999231677184605
Initial_000000001	51840000.0	5.0	5.0	0.007322364725249085	0.7460788248907401	0.2901855889158155	0.26187208716128174	87087742204388.4	88753369318913.12	0.005660424936859968	0.005625959176390032	2.469601702160859e-05	-7846987.525473294	0.04999925085007476
Initial_000000001	55296000.0	5.0	5.0	0.007581794143844051	0.7823095716821464	0.2956864995241794	0.26688443632972797	83950195000709.39	85441484816778.03	0.005877678129981719	0.005839405632388823	2.5617664143075546e-05	-7846524.173981134	0.049999268297562696
Initial_000000001	58752000.0	5.0	5.0	0.007842217322590798	0.817398512230814	0.3012290039072828	0.2719331522485713	80957491921718.84	82289353835756.45	0.006100724286800315	0.006058441492528743	2.6562554321107527e-05	-7846071.207538355	0.04999928425779128
Initial_000000001	62208000.0	5.0	5.0	0.008103836106506777	0.8514348404870319	0.3068121736621971	0.27701751818870035	78101955713133.05	79287882530820.28	0.006329619164078614	0.006283117676967257	2.7530851095986655e-05	-7845627.76936757	0.04999929892619506
Initial_000000001	65664000.0	5.0	5.0	0.008366818143603688	0.8844966127175852	0.3124350758605099	0.28213679491076304	75376348718684.5	76428576252255.77	0.00656441623464928	0.006513482680409352	2.852270609871242e-05	-7845193.112040857	0.049999312464688674
Initial_000000001	69120000.0	5.0	5.0	0.00863130306592835	0.9166526071499344	0.3180967727427703	0.2872902257211959	72773847747162.08	73703491579810.89	0.006805166581566111	0.006749582606497417	2.953825925012875e-05	-7844766.579242646	0.04999932500866415
Initial_000000001	72576000.0	5.0	5.0	0.008897407317892046	0.9479638026017199	0.3237963224787207	0.29247703980221296	70288020073817.09	71105194220319.92	0.007051918856316668	0.006991461166734455	3.057763879317338e-05	-7844347.5912494445	0.049999336672309456
Initial_000000001	76032000.0	5.0	5.0	0.009165227974172047	0.9784845673099855	0.32953278015582727	0.29769645484315455	67912800580623.43	68626721134223.984	0.007304719255920049	0.007239159673577234	3.164096129781395e-05	-7843935.633248032	0.049999347552685376
Initial_000000001	79488000.0	5.0	5.0	0.009434845792597166	1.0082636244610568	0.33530519879666676	0.3029476792773465	65642470054896.85	66261546157349.1	0.007563611507942885	0.007492717034881852	3.272833167242799e-05	-7843530.245843646	0.04999935773288457
Initial_000000001	82944000.0	5.0	5.0	0.009706327680594828	1.0373448436158823	0.3411126303569759	0.3082299142413852	63471634646600.38	64003548651305.85	0.007828636860693752	0.007752169751465414	3.383984318985585e-05	-7843131.017276525	0.0499993672845066
Initial_000000001	86400000.0	5.0	5.0	0.009979728706941587	1.065767894913423	0.3469541266924411	0.31354235531785063	61395206466055.91	61846984826006.945	0.008099834077849793	0.008017551918202817	3.497557753002581e-05	-7842737.576985193	0.049999376269616716
Initial_000000001	89856000.0	5.0	5.0	0.010255093757246063	1.0935687940452261	0.35282874049110663	0.318884194101036	59408385290451.27	59786461441504.55	0.008377239437250312	0.008288895228722663	3.613560483938366e-05	-7842349.590241981	0.04999938474231112
Initial_000000001	93312000.0	5.0	5.0	0.010532458907566909	1.1207803594882009	0.3587355261704467	0.3242546196143314	57506641338819.38	57816911641463.87	0.008660886733702383	0.008566228983657897	3.731998380685289e-05	-7841966.753649957	0.04999939274997891
Initial_000000001	96768000.0	5.0	5.0	0.010811852573015018	1.1474325986607947	0.36467354073869535	0.32965281960100945	55685699069854.85	55933572705496.164	0.008950807285662337	0.008849580102363502	3.852876175585219e-05	-7841588.791337844	0.04999940033432765
Initial_000000001	100224000.0	5.0	5.0	0.011093296475210967	1.1735530360526298	0.37064184462019806	0.3350779817053273	53941521954027.19	54131965535651.23	0.00924702994565396	0.009138973137989679	3.9761974751788225e-05	-7841215.451724876	0.04999940753222336
Initial_000000001	103680000.0	5.0	5.0	0.011376806462766682	1.1991669936380416	0.37663950244462613	0.34052929455730585	52270298170228.69	52407875715424.555	0.009549581114276603	0.009434430295782675	4.1019647724368554e-05	-7840846.504754447	0.0499994143763833
Initial_000000001	107136000.0	5.0	5.0	0.011662393211632543	1.2242978317871156	0.3826655837999659	0.3460059487718806	50668427177150.305	50757335998841.16	0.009858484757648783	0.009735971454473262	4.230179460402564e-05	-7840481.739516013	0.04999942089595116
Initial_000000001	110592000.0	5.0	5.0	0.011950062826564026	1.2489671572680134	0.3887191639492654	0.351507137871081	49132507110344.05	49176610103366.75	0.010173762428126154	0.010043614190603527	4.36084184717023e-05	-7840120.962190516	0.04999942711697751
Initial_000000001	114048000.0	5.0	5.0	0.012239817360663624	1.2731950036722604	0.39479932451119965	0.357032059136335	47659322957252.89	47662177694175.33	0.010495433288127345	0.010357373805635653	4.49395117212192e-05	-7839763.994267065	0.049999433062823465
Initial_000000001	117504000.0	5.0	5.0	0.012531655266619871	1.29699998860328	0.40090515410459915	0.3625799143967848	46245835464175.16	46210720459134.53	0.010823514136897165	0.010677263355681196	4.6295056233423594e-05	-7839410.670988269	0.04999943875450177
Initial_000000001	120960000.0	5.0	5.0	0.012825571790658925	1.3203994511838324	0.4070357489571693	0.3681499107585574	44889170731052.04	44819109184108.73	0.011158019440033608	0.01100329368368594	4.7675023561305495e-05	-7839060.839989347	0.04999944421096628
